PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,name_length,title,title_group,family_size,is_alone,ticket_group_size,fare_per_person,age_fare_ratio,cabin_deck,cabin_room_number,booking_reference,service_id,cabin_score,name_word_count
282,0,3,"Olsson, Mr. Nils Johan Goransson",male,28.0,0,0,347464,7.8542,,S,32,Mr,Mr,1,1,1,7.854,3.5649716075475544,Unknown,,80476499,967055,5.862298320167972,5
283,0,3,"de Pelsmaeker, Mr. Alfons",male,16.0,0,0,345778,9.5,,S,25,Mr,Mr,1,1,1,9.5,1.6842105263157894,Unknown,,44766343,122671,5.05888678884466,4
284,1,3,"Dorking, Mr. Edward Arthur",male,19.0,0,0,A/5. 10482,8.05,,S,26,Mr,Mr,1,1,1,8.05,2.3602484472049685,Unknown,,50855830,518400,6.1145423543464785,4
285,0,1,"Smith, Mr. Richard William",male,,0,0,113056,26.0,A19,S,26,Mr,Mr,1,1,1,26.0,0.0,A,19.0,9471838,455528,0.18110183820840509,4
286,0,3,"Stankovic, Mr. Ivan",male,33.0,0,0,349239,8.6625,,C,19,Mr,Mr,1,1,1,8.662,3.8095238095238098,Unknown,,83322411,710490,8.721239089441514,3
287,1,3,"de Mulder, Mr. Theodore",male,30.0,0,0,345774,9.5,,S,23,Mr,Mr,1,1,1,9.5,3.1578947368421053,Unknown,,48271118,151663,9.321182824836123,4
288,0,3,"Naidenoff, Mr. Penko",male,22.0,0,0,349206,7.8958,,S,20,Mr,Mr,1,1,1,7.896,2.7862914460852606,Unknown,,6304184,115708,5.65133183589209,3
289,1,2,"Hosono, Mr. Masabumi",male,42.0,0,0,237798,13.0,,S,20,Mr,Mr,1,1,1,13.0,3.230769230769231,Unknown,,27920827,978338,6.966508238768922,3
290,1,3,"Connolly, Miss. Kate",female,22.0,0,0,370373,7.75,,Q,20,Miss,Miss,1,1,1,7.75,2.838709677419355,Unknown,,23361679,411955,9.224993811772958,3
291,1,1,"Barber, Miss. Ellen ""Nellie""",female,26.0,0,0,19877,78.85,,S,28,Miss,Miss,1,1,2,39.425,0.3297400126823082,Unknown,,7521156,233883,7.072386343133986,4
292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",female,19.0,1,0,11967,91.0792,B49,C,39,Mrs,Mrs,2,0,2,45.54,0.20860964962362427,B,49.0,99201662,418394,1.5253904291426135,6
293,0,2,"Levy, Mr. Rene Jacques",male,36.0,0,0,SC/Paris 2163,12.875,D,C,22,Mr,Mr,1,1,1,12.875,2.796116504854369,D,,63390918,212547,5.762883601668132,4
294,0,3,"Haas, Miss. Aloisia",female,24.0,0,0,349236,8.85,,S,19,Miss,Miss,1,1,1,8.85,2.7118644067796613,Unknown,,48018608,659042,6.067150463828559,3
295,0,3,"Mineff, Mr. Ivan",male,24.0,0,0,349233,7.8958,,S,16,Mr,Mr,1,1,1,7.896,3.039590668456648,Unknown,,96054838,851102,4.24130671302386,3
296,0,1,"Lewy, Mr. Ervin G",male,,0,0,PC 17612,27.7208,,C,17,Mr,Mr,1,1,1,27.721,0.0,Unknown,,46611747,862002,7.3644423562472285,4
297,0,3,"Hanna, Mr. Mansour",male,23.5,0,0,2693,7.2292,,C,18,Mr,Mr,1,1,1,7.229,3.250705472251425,Unknown,,30489639,242483,9.343670147690148,3
298,0,1,"Allison, Miss. Helen Loraine",female,2.0,1,2,113781,151.55,C22 C26,S,28,Miss,Miss,4,0,4,37.888,0.013196964698119432,C,22.0,18928980,758271,9.255685129067764,4
299,1,1,"Saalfeld, Mr. Adolphe",male,,0,0,19988,30.5,C106,S,21,Mr,Mr,1,1,1,30.5,0.0,C,106.0,32047589,314835,4.508393714041321,3
300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50.0,0,1,PC 17558,247.5208,B58 B60,C,47,Mrs,Mrs,2,0,2,123.76,0.20200322558750616,B,58.0,89813936,501896,1.1323804584075525,6
301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,,0,0,9234,7.75,,Q,40,Miss,Miss,1,1,1,7.75,0.0,Unknown,,57984448,184896,9.848411989623346,6
302,1,3,"McCoy, Mr. Bernard",male,,2,0,367226,23.25,,Q,18,Mr,Mr,3,0,2,11.625,0.0,Unknown,,31390627,577095,8.388980864459342,3
303,0,3,"Johnson, Mr. William Cahoone Jr",male,19.0,0,0,LINE,0.0,,S,31,Mr,Mr,1,1,4,0.0,0.0,Unknown,,37107175,171295,1.2466268120326685,5
304,1,2,"Keane, Miss. Nora A",female,,0,0,226593,12.35,E101,Q,19,Miss,Miss,1,1,1,12.35,0.0,E,101.0,87521449,843974,9.208418826173723,4
305,0,3,"Williams, Mr. Howard Hugh ""Harry""",male,,0,0,A/5 2466,8.05,,S,33,Mr,Mr,1,1,1,8.05,0.0,Unknown,,17179640,987121,8.698963620621283,5
306,1,1,"Allison, Master. Hudson Trevor",male,0.92,1,2,113781,151.55,C22 C26,S,30,Master,Master,4,0,4,37.888,0.006070603761134939,C,22.0,18928980,373255,5.188380571260721,4
307,1,1,"Fleming, Miss. Margaret",female,,0,0,17421,110.8833,,C,23,Miss,Miss,1,1,4,27.721,0.0,Unknown,,68030004,399648,5.912754357449293,3
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17.0,1,0,PC 17758,108.9,C65,C,82,Mrs,Mrs,2,0,2,54.45,0.15610651974288337,C,65.0,79969560,757162,3.9900270387013026,14
309,0,2,"Abelson, Mr. Samuel",male,30.0,1,0,P/PP 3381,24.0,,C,19,Mr,Mr,2,0,2,12.0,1.25,Unknown,,93635346,108155,0.5476163882203133,3
310,1,1,"Francatelli, Miss. Laura Mabel",female,30.0,0,0,PC 17485,56.9292,E36,C,30,Miss,Miss,1,1,2,28.465,0.5269703421091461,E,36.0,77066114,566872,3.3519724164590095,4
311,1,1,"Hays, Miss. Margaret Bechstein",female,24.0,0,0,11767,83.1583,C54,C,30,Miss,Miss,1,1,2,41.579,0.2886061884381956,C,54.0,31428647,925816,8.028534485980114,4
312,1,1,"Ryerson, Miss. Emily Borie",female,18.0,2,2,PC 17608,262.375,B57 B59 B63 B66,C,26,Miss,Miss,5,0,2,131.188,0.06860409718913768,B,57.0,34646341,474705,0.04632023004602859,4
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0,1,1,250651,26.0,,S,37,Mrs,Mrs,3,0,1,26.0,1.0,Unknown,,6272441,671542,3.334991716911442,5
314,0,3,"Hendekovic, Mr. Ignjac",male,28.0,0,0,349243,7.8958,,S,22,Mr,Mr,1,1,1,7.896,3.5461891131994223,Unknown,,54876423,908350,3.9816869359094333,3
315,0,2,"Hart, Mr. Benjamin",male,43.0,1,1,F.C.C. 13529,26.25,,S,18,Mr,Mr,3,0,3,8.75,1.638095238095238,Unknown,,48814777,710269,5.373956029379229,3
316,1,3,"Nilsson, Miss. Helmina Josefina",female,26.0,0,0,347470,7.8542,,S,31,Miss,Miss,1,1,1,7.854,3.310330778437015,Unknown,,44950789,654594,9.198556164127606,4
317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24.0,1,0,244367,26.0,,S,35,Mrs,Mrs,2,0,2,13.0,0.9230769230769231,Unknown,,81186587,247718,3.4634599436596125,5
318,0,2,"Moraweck, Dr. Ernest",male,54.0,0,0,29011,14.0,,S,20,Dr,Other,1,1,1,14.0,3.857142857142857,Unknown,,60098632,408987,3.469532018962277,3
319,1,1,"Wick, Miss. Mary Natalie",female,31.0,0,2,36928,164.8667,C7,S,24,Miss,Miss,3,0,2,82.433,0.18803069388785,C,7.0,38260551,745263,7.3750124810974835,4
320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40.0,1,1,16966,134.5,E34,C,56,Mrs,Mrs,3,0,2,67.25,0.29739776951672864,E,34.0,40193672,458745,4.522179408898071,7
321,0,3,"Dennis, Mr. Samuel",male,22.0,0,0,A/5 21172,7.25,,S,18,Mr,Mr,1,1,1,7.25,3.0344827586206895,Unknown,,74390011,207512,2.2460482293998196,3
322,0,3,"Danoff, Mr. Yoto",male,27.0,0,0,349219,7.8958,,S,16,Mr,Mr,1,1,1,7.896,3.4195395020137287,Unknown,,11130780,247443,4.524395161326934,3
323,1,2,"Slayter, Miss. Hilda Mary",female,30.0,0,0,234818,12.35,,Q,25,Miss,Miss,1,1,1,12.35,2.4291497975708505,Unknown,,46246322,570587,1.4085702037979986,4
324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22.0,1,1,248738,29.0,,S,51,Mrs,Mrs,3,0,2,14.5,0.7586206896551724,Unknown,,37403382,473616,1.763869865062233,7
325,0,3,"Sage, Mr. George John Jr",male,,8,2,CA. 2343,69.55,,S,24,Mr,Mr,11,0,7,9.936,0.0,Unknown,,86987023,757409,4.983677727394797,5
326,1,1,"Young, Miss. Marie Grice",female,36.0,0,0,PC 17760,135.6333,C32,C,24,Miss,Miss,1,1,3,45.211,0.2654215447091533,C,32.0,41928678,786976,4.189254495045479,4
327,0,3,"Nysveen, Mr. Johan Hansen",male,61.0,0,0,345364,6.2375,,S,25,Mr,Mr,1,1,1,6.238,9.779559118236474,Unknown,,28191377,465871,9.148459010681,4
328,1,2,"Ball, Mrs. (Ada E Hall)",female,36.0,0,0,28551,13.0,D,S,23,Mrs,Mrs,1,1,1,13.0,2.769230769230769,D,,63235367,475037,3.623938991166331,5
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,1,1,363291,20.525,,S,46,Mrs,Mrs,3,0,3,6.842,1.510353227771011,Unknown,,50924815,907364,5.805883502780435,7
330,1,1,"Hippach, Miss. Jean Gertrude",female,16.0,0,1,111361,57.9792,B18,C,28,Miss,Miss,2,0,2,28.99,0.27596103430195656,B,18.0,92510046,217796,6.322642879195303,4
331,1,3,"McCoy, Miss. Agnes",female,,2,0,367226,23.25,,Q,18,Miss,Miss,3,0,2,11.625,0.0,Unknown,,31390627,391999,0.13094456588333636,3
332,0,1,"Partner, Mr. Austen",male,45.5,0,0,113043,28.5,C124,S,19,Mr,Mr,1,1,1,28.5,1.5964912280701755,C,124.0,56481778,292506,6.635373720167106,3
333,0,1,"Graham, Mr. George Edward",male,38.0,0,1,PC 17582,153.4625,C91,S,25,Mr,Mr,2,0,3,51.154,0.2476174961309766,C,91.0,10577803,798376,1.7803596686975143,4
334,0,3,"Vander Planke, Mr. Leo Edmondus",male,16.0,2,0,345764,18.0,,S,31,Mr,Mr,3,0,2,9.0,0.8888888888888888,Unknown,,52172252,369544,9.610703174694551,5
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,,1,0,PC 17611,133.65,,S,50,Mrs,Mrs,2,0,2,66.825,0.0,Unknown,,62055297,480002,1.4866272775311296,6
336,0,3,"Denkoff, Mr. Mitto",male,,0,0,349225,7.8958,,S,18,Mr,Mr,1,1,1,7.896,0.0,Unknown,,82369720,798002,4.146241237270237,3
337,0,1,"Pears, Mr. Thomas Clinton",male,29.0,1,0,113776,66.6,C2,S,25,Mr,Mr,2,0,2,33.3,0.43543543543543545,C,2.0,71841799,639439,0.8534966807864386,4
338,1,1,"Burns, Miss. Elizabeth Margaret",female,41.0,0,0,16966,134.5,E40,C,31,Miss,Miss,1,1,2,67.25,0.3048327137546468,E,40.0,40193672,690978,9.968742518459473,4
339,1,3,"Dahl, Mr. Karl Edwart",male,45.0,0,0,7598,8.05,,S,21,Mr,Mr,1,1,1,8.05,5.590062111801242,Unknown,,56137241,628787,5.021950103312426,4
340,0,1,"Blackwell, Mr. Stephen Weart",male,45.0,0,0,113784,35.5,T,S,28,Mr,Mr,1,1,1,35.5,1.267605633802817,T,,88427124,630583,5.953850173200438,4
341,1,2,"Navratil, Master. Edmond Roger",male,2.0,1,1,230080,26.0,F2,S,30,Master,Master,3,0,3,8.667,0.07692307692307693,F,2.0,60998923,488215,0.6707647738842748,4
342,1,1,"Fortune, Miss. Alice Elizabeth",female,24.0,3,2,19950,263.0,C23 C25 C27,S,30,Miss,Miss,6,0,4,65.75,0.09125475285171103,C,23.0,62734929,421184,7.499604703991778,4
343,0,2,"Collander, Mr. Erik Gustaf",male,28.0,0,0,248740,13.0,,S,26,Mr,Mr,1,1,1,13.0,2.1538461538461537,Unknown,,55268707,898615,2.0990559309558576,4
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",male,25.0,0,0,244361,13.0,,S,42,Mr,Mr,1,1,1,13.0,1.9230769230769231,Unknown,,85793581,522515,8.980542894407137,5
345,0,2,"Fox, Mr. Stanley Hubert",male,36.0,0,0,229236,13.0,,S,23,Mr,Mr,1,1,1,13.0,2.769230769230769,Unknown,,20308525,768234,2.0513964048200717,4
346,1,2,"Brown, Miss. Amelia ""Mildred""",female,24.0,0,0,248733,13.0,F33,S,29,Miss,Miss,1,1,1,13.0,1.8461538461538463,F,33.0,53089412,478480,1.9068772066366657,4
347,1,2,"Smith, Miss. Marion Elsie",female,40.0,0,0,31418,13.0,,S,25,Miss,Miss,1,1,1,13.0,3.076923076923077,Unknown,,59130273,132711,0.3654966784809488,4
348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,,1,0,386525,16.1,,S,41,Mrs,Mrs,2,0,1,16.1,0.0,Unknown,,33236431,891971,4.720669451099992,7
349,1,3,"Coutts, Master. William Loch ""William""",male,3.0,1,1,C.A. 37671,15.9,,S,38,Master,Master,3,0,2,7.95,0.18867924528301885,Unknown,,86282684,601157,5.648411332626164,5
350,0,3,"Dimic, Mr. Jovan",male,42.0,0,0,315088,8.6625,,S,16,Mr,Mr,1,1,1,8.662,4.848484848484849,Unknown,,51409693,284423,0.6570863942835237,3
351,0,3,"Odahl, Mr. Nils Martin",male,23.0,0,0,7267,9.225,,S,22,Mr,Mr,1,1,1,9.225,2.4932249322493227,Unknown,,71662280,616349,7.755276166950106,4
352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",male,,0,0,113510,35.0,C128,S,38,Mr,Mr,1,1,1,35.0,0.0,C,128.0,8983776,803714,4.532888347480276,4
353,0,3,"Elias, Mr. Tannous",male,15.0,1,1,2695,7.2292,,C,18,Mr,Mr,3,0,1,7.229,2.074918386543463,Unknown,,47822694,757917,5.243902693275801,3
354,0,3,"Arnold-Franchi, Mr. Josef",male,25.0,1,0,349237,17.8,,S,25,Mr,Mr,2,0,2,8.9,1.4044943820224718,Unknown,,3561278,924792,4.407627469382281,3
355,0,3,"Yousif, Mr. Wazli",male,,0,0,2647,7.225,,C,17,Mr,Mr,1,1,1,7.225,0.0,Unknown,,19349975,837378,4.00763060875326,3
356,0,3,"Vanden Steen, Mr. Leo Peter",male,28.0,0,0,345783,9.5,,S,27,Mr,Mr,1,1,1,9.5,2.9473684210526314,Unknown,,48584116,233272,5.596403313082179,5
357,1,1,"Bowerman, Miss. Elsie Edith",female,22.0,0,1,113505,55.0,E33,S,27,Miss,Miss,2,0,2,27.5,0.4,E,33.0,20531130,867836,1.552402459307125,4
358,0,2,"Funk, Miss. Annie Clemmer",female,38.0,0,0,237671,13.0,,S,25,Miss,Miss,1,1,1,13.0,2.923076923076923,Unknown,,93606187,802335,1.8192813049527112,4
359,1,3,"McGovern, Miss. Mary",female,,0,0,330931,7.8792,,Q,20,Miss,Miss,1,1,1,7.879,0.0,Unknown,,19861554,907789,8.617856210135173,3
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",female,,0,0,330980,7.8792,,Q,33,Miss,Miss,1,1,1,7.879,0.0,Unknown,,61857587,743409,9.461154621336327,5
361,0,3,"Skoog, Mr. Wilhelm",male,40.0,1,4,347088,27.9,,S,18,Mr,Mr,6,0,6,4.65,1.4336917562724014,Unknown,,37597802,177505,3.7330931627975295,3
362,0,2,"del Carlo, Mr. Sebastiano",male,29.0,1,0,SC/PARIS 2167,27.7208,,C,25,Mr,Mr,2,0,1,27.721,1.046145854376497,Unknown,,51288531,102869,2.707446731435538,4
363,0,3,"Barbara, Mrs. (Catherine David)",female,45.0,0,1,2691,14.4542,,C,31,Mrs,Mrs,2,0,2,7.227,3.1132819526504405,Unknown,,57916149,881474,6.439995432390157,4
364,0,3,"Asim, Mr. Adola",male,35.0,0,0,SOTON/O.Q. 3101310,7.05,,S,15,Mr,Mr,1,1,1,7.05,4.964539007092199,Unknown,,235418,554351,4.087341710980964,3
365,0,3,"O'Brien, Mr. Thomas",male,,1,0,370365,15.5,,Q,19,Mr,Mr,2,0,2,7.75,0.0,Unknown,,11505406,412252,0.2538635566034486,3
366,0,3,"Adahl, Mr. Mauritz Nils Martin",male,30.0,0,0,C 7076,7.25,,S,30,Mr,Mr,1,1,1,7.25,4.137931034482759,Unknown,,51176625,736584,1.5615259736619036,5
367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60.0,1,0,110813,75.25,D37,C,48,Mrs,Mrs,2,0,1,75.25,0.7973421926910299,D,37.0,46791075,718467,7.159722288473976,7
368,1,3,"Moussa, Mrs. (Mantoura Boulos)",female,,0,0,2626,7.2292,,C,30,Mrs,Mrs,1,1,1,7.229,0.0,Unknown,,38216310,190272,6.589239419101514,4
369,1,3,"Jermyn, Miss. Annie",female,,0,0,14313,7.75,,Q,19,Miss,Miss,1,1,1,7.75,0.0,Unknown,,60248445,138467,0.2709599250348349,3
370,1,1,"Aubart, Mme. Leontine Pauline",female,24.0,0,0,PC 17477,69.3,B35,C,29,Mme,Other,1,1,2,34.65,0.34632034632034636,B,35.0,86848375,909760,2.219721619329494,4
371,1,1,"Harder, Mr. George Achilles",male,25.0,1,0,11765,55.4417,E50,C,27,Mr,Mr,2,0,1,55.442,0.4509241238995197,E,50.0,53920534,977844,2.310747965880714,4
372,0,3,"Wiklund, Mr. Jakob Alfred",male,18.0,1,0,3101267,6.4958,,S,25,Mr,Mr,2,0,1,6.496,2.771021275285569,Unknown,,96290910,580047,6.718927435987284,4
373,0,3,"Beavan, Mr. William Thomas",male,19.0,0,0,323951,8.05,,S,26,Mr,Mr,1,1,1,8.05,2.3602484472049685,Unknown,,54325177,759347,0.19710537754364155,4
374,0,1,"Ringhini, Mr. Sante",male,22.0,0,0,PC 17760,135.6333,,C,19,Mr,Mr,1,1,3,45.211,0.16220205510003813,Unknown,,41928678,158871,1.0410858198457384,3
375,0,3,"Palsson, Miss. Stina Viola",female,3.0,3,1,349909,21.075,,S,26,Miss,Miss,5,0,4,5.269,0.1423487544483986,Unknown,,82205513,228391,7.999160853731894,4
376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,,1,0,PC 17604,82.1708,,C,37,Mrs,Mrs,2,0,2,41.085,0.0,Unknown,,11954031,539430,1.7854466205433361,6
377,1,3,"Landergren, Miss. Aurora Adelia",female,22.0,0,0,C 7077,7.25,,S,31,Miss,Miss,1,1,1,7.25,3.0344827586206895,Unknown,,15374269,710704,6.527461078518747,4
378,0,1,"Widener, Mr. Harry Elkins",male,27.0,0,2,113503,211.5,C82,C,25,Mr,Mr,3,0,1,211.5,0.1276595744680851,C,82.0,40938847,956703,2.381827810467265,4
379,0,3,"Betros, Mr. Tannous",male,20.0,0,0,2648,4.0125,,C,19,Mr,Mr,1,1,1,4.012,4.984423676012461,Unknown,,32114643,930496,0.9944139275934516,3
380,0,3,"Gustafsson, Mr. Karl Gideon",male,19.0,0,0,347069,7.775,,S,27,Mr,Mr,1,1,1,7.775,2.4437299035369775,Unknown,,36217464,356687,2.4317219099945406,4
381,1,1,"Bidois, Miss. Rosalie",female,42.0,0,0,PC 17757,227.525,,C,21,Miss,Miss,1,1,4,56.881,0.18459509943962202,Unknown,,20816759,825451,7.2226693185565916,3
382,1,3,"Nakid, Miss. Maria (""Mary"")",female,1.0,0,2,2653,15.7417,,C,27,Miss,Miss,3,0,2,7.871,0.06352554044353532,Unknown,,49961486,207450,8.556964681062858,4
383,0,3,"Tikkanen, Mr. Juho",male,32.0,0,0,STON/O 2. 3101293,7.925,,S,18,Mr,Mr,1,1,1,7.925,4.037854889589905,Unknown,,61059832,271890,8.302198645669916,3
384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35.0,1,0,113789,52.0,,S,51,Mrs,Mrs,2,0,2,26.0,0.6730769230769231,Unknown,,77228839,538741,3.9718352961845484,7
385,0,3,"Plotcharsky, Mr. Vasil",male,,0,0,349227,7.8958,,S,22,Mr,Mr,1,1,1,7.896,0.0,Unknown,,63714336,381974,6.680851365706461,3
386,0,2,"Davies, Mr. Charles Henry",male,18.0,0,0,S.O.C. 14879,73.5,,S,25,Mr,Mr,1,1,5,14.7,0.24489795918367346,Unknown,,89681991,500109,2.0498429541582097,4
387,0,3,"Goodwin, Master. Sidney Leonard",male,1.0,5,2,CA 2144,46.9,,S,31,Master,Master,8,0,6,7.817,0.021321961620469083,Unknown,,93894854,216381,2.9314773026101326,4
388,1,2,"Buss, Miss. Kate",female,36.0,0,0,27849,13.0,,S,16,Miss,Miss,1,1,1,13.0,2.769230769230769,Unknown,,33847464,573125,8.963358185211197,3
389,0,3,"Sadlier, Mr. Matthew",male,,0,0,367655,7.7292,,Q,20,Mr,Mr,1,1,1,7.729,0.0,Unknown,,11836042,671621,0.13001923510736035,3
390,1,2,"Lehmann, Miss. Bertha",female,17.0,0,0,SC 1748,12.0,,C,21,Miss,Miss,1,1,1,12.0,1.4166666666666667,Unknown,,58039334,234508,0.8550853085446808,3
391,1,1,"Carter, Mr. William Ernest",male,36.0,1,2,113760,120.0,B96 B98,S,26,Mr,Mr,4,0,4,30.0,0.3,B,96.0,66827138,829650,2.078862551460273,4
392,1,3,"Jansson, Mr. Carl Olof",male,21.0,0,0,350034,7.7958,,S,22,Mr,Mr,1,1,1,7.796,2.6937581774801815,Unknown,,32469913,962645,0.26532203873819715,4
393,0,3,"Gustafsson, Mr. Johan Birger",male,28.0,2,0,3101277,7.925,,S,28,Mr,Mr,3,0,1,7.925,3.5331230283911674,Unknown,,76367919,499111,1.8143543508979731,4
394,1,1,"Newell, Miss. Marjorie",female,23.0,1,0,35273,113.275,D36,C,22,Miss,Miss,2,0,3,37.758,0.20304568527918782,D,36.0,34914053,250810,5.830415609696922,3
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,0,2,PP 9549,16.7,G6,S,51,Mrs,Mrs,3,0,2,8.35,1.437125748502994,G,6.0,93277601,392890,4.214245505924979,6
396,0,3,"Johansson, Mr. Erik",male,22.0,0,0,350052,7.7958,,S,19,Mr,Mr,1,1,1,7.796,2.8220323764078095,Unknown,,16232310,673665,8.926717110769749,3
397,0,3,"Olsson, Miss. Elina",female,31.0,0,0,350407,7.8542,,S,19,Miss,Miss,1,1,1,7.854,3.9469328512133637,Unknown,,89983230,940477,8.17443561738441,3
398,0,2,"McKane, Mr. Peter David",male,46.0,0,0,28403,26.0,,S,23,Mr,Mr,1,1,2,13.0,1.7692307692307692,Unknown,,27296397,460032,3.4181735169787597,4
399,0,2,"Pain, Dr. Alfred",male,23.0,0,0,244278,10.5,,S,16,Dr,Other,1,1,1,10.5,2.1904761904761907,Unknown,,16729861,469599,2.594234334312925,3
400,1,2,"Trout, Mrs. William H (Jessie L)",female,28.0,0,0,240929,12.65,,S,32,Mrs,Mrs,1,1,1,12.65,2.2134387351778657,Unknown,,95699958,760960,3.7969240816726693,6
401,1,3,"Niskanen, Mr. Juha",male,39.0,0,0,STON/O 2. 3101289,7.925,,S,18,Mr,Mr,1,1,1,7.925,4.921135646687698,Unknown,,28909910,850020,5.902949425148077,3
402,0,3,"Adams, Mr. John",male,26.0,0,0,341826,8.05,,S,15,Mr,Mr,1,1,1,8.05,3.229813664596273,Unknown,,27834181,979611,2.6806364082287626,3
403,0,3,"Jussila, Miss. Mari Aina",female,21.0,1,0,4137,9.825,,S,24,Miss,Miss,2,0,1,9.825,2.1374045801526718,Unknown,,95110714,271836,6.24148907849134,4
404,0,3,"Hakkarainen, Mr. Pekka Pietari",male,28.0,1,0,STON/O2. 3101279,15.85,,S,30,Mr,Mr,2,0,2,7.925,1.7665615141955837,Unknown,,3208707,829903,4.0941165219124045,4
405,0,3,"Oreskovic, Miss. Marija",female,20.0,0,0,315096,8.6625,,S,23,Miss,Miss,1,1,1,8.662,2.308802308802309,Unknown,,57359507,145714,5.520471808519803,3
406,0,2,"Gale, Mr. Shadrach",male,34.0,1,0,28664,21.0,,S,18,Mr,Mr,2,0,1,21.0,1.619047619047619,Unknown,,37368984,727234,4.361265291353167,3
407,0,3,"Widegren, Mr. Carl/Charles Peter",male,51.0,0,0,347064,7.75,,S,32,Mr,Mr,1,1,1,7.75,6.580645161290323,Unknown,,65871877,996048,2.9446575954191765,4
408,1,2,"Richards, Master. William Rowe",male,3.0,1,1,29106,18.75,,S,30,Master,Master,3,0,3,6.25,0.16,Unknown,,62359479,730271,9.484533069621566,4
409,0,3,"Birkeland, Mr. Hans Martin Monsen",male,21.0,0,0,312992,7.775,,S,33,Mr,Mr,1,1,1,7.775,2.70096463022508,Unknown,,44071491,566960,7.636057941597608,5
410,0,3,"Lefebre, Miss. Ida",female,,3,1,4133,25.4667,,S,18,Miss,Miss,5,0,4,6.367,0.0,Unknown,,32894941,811851,1.4011317576645255,3
411,0,3,"Sdycoff, Mr. Todor",male,,0,0,349222,7.8958,,S,18,Mr,Mr,1,1,1,7.896,0.0,Unknown,,70896518,224123,8.684679758979128,3
412,0,3,"Hart, Mr. Henry",male,,0,0,394140,6.8583,,Q,15,Mr,Mr,1,1,1,6.858,0.0,Unknown,,35977483,405628,4.874311982495136,3
413,1,1,"Minahan, Miss. Daisy E",female,33.0,1,0,19928,90.0,C78,Q,22,Miss,Miss,2,0,2,45.0,0.36666666666666664,C,78.0,96449632,182989,8.945522268940914,4
414,0,2,"Cunningham, Mr. Alfred Fleming",male,,0,0,239853,0.0,,S,30,Mr,Mr,1,1,3,0.0,0.0,Unknown,,57020169,398356,7.998552559473152,4
415,1,3,"Sundman, Mr. Johan Julian",male,44.0,0,0,STON/O 2. 3101269,7.925,,S,25,Mr,Mr,1,1,1,7.925,5.55205047318612,Unknown,,28030833,929957,4.252135044692334,4
416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,,0,0,343095,8.05,,S,39,Mrs,Mrs,1,1,1,8.05,0.0,Unknown,,54443191,278274,0.22469308320117398,6
417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.0,1,1,28220,32.5,,S,47,Mrs,Mrs,3,0,1,32.5,1.0461538461538462,Unknown,,76602348,787995,2.686773593849461,7
418,1,2,"Silven, Miss. Lyyli Karoliina",female,18.0,0,2,250652,13.0,,S,29,Miss,Miss,3,0,1,13.0,1.3846153846153846,Unknown,,53891131,425352,5.416342146608669,4
419,0,2,"Matthews, Mr. William John",male,30.0,0,0,28228,13.0,,S,26,Mr,Mr,1,1,1,13.0,2.3076923076923075,Unknown,,46619826,920260,6.334782198261473,4
420,0,3,"Van Impe, Miss. Catharina",female,10.0,0,2,345773,24.15,,S,25,Miss,Miss,3,0,3,8.05,0.4140786749482402,Unknown,,45096850,511927,2.578876854332023,4
421,0,3,"Gheorgheff, Mr. Stanio",male,,0,0,349254,7.8958,,C,22,Mr,Mr,1,1,1,7.896,0.0,Unknown,,56405103,889852,1.3935607407282413,3
422,0,3,"Charters, Mr. David",male,21.0,0,0,A/5. 13032,7.7333,,Q,19,Mr,Mr,1,1,1,7.733,2.715528946245458,Unknown,,28732500,983184,8.34930236799299,3
423,0,3,"Zimmerman, Mr. Leo",male,29.0,0,0,315082,7.875,,S,18,Mr,Mr,1,1,1,7.875,3.6825396825396823,Unknown,,96927674,231373,9.84402180703552,3
